        Frequency                Csh=0.3/abs,dB
                  1011.6                      -7.3874927
                  1013.7                       -7.344109
                  1015.8                      -7.2999946
                  1017.9                      -7.2552071
                    1020                      -7.2097986
                  1022.1                      -7.1638297
                  1024.2                      -7.1173491
                  1026.3                      -7.0704122
                  1028.4                      -7.0230715
                  1030.5                      -6.9753767
                  1032.6                      -6.9273798
                  1034.7                      -6.8791314
                  1036.8                      -6.8306752
                  1038.9                      -6.7820559
                    1041                      -6.7333203
                  1043.1                      -6.6845124
                  1045.2                      -6.6356701
                  1047.3                      -6.5868343
                  1049.4                      -6.5380441
                  1051.5                      -6.4893329
                  1053.6                      -6.4407368
                  1055.7                      -6.3922858
                  1057.8                      -6.3440166
                  1059.9                      -6.2959525
                    1062                      -6.2481227
                  1064.1                      -6.2005547
                  1066.2                      -6.1532722
                  1068.3                      -6.1062979
                  1070.4                      -6.0596512
                  1072.5                      -6.0133544
                  1074.6                      -5.9674266
                  1076.7                      -5.9218833
                  1078.8                      -5.8767375
                  1080.9                      -5.8320073
                    1083                      -5.7877045
                  1085.1                      -5.7438378
                  1087.2                      -5.7004209
                  1089.3                      -5.6574638
                  1091.4                      -5.6149734
                  1093.5                      -5.5729586
                  1095.6                      -5.5314239
                  1097.7                      -5.4903755
                  1099.8                      -5.4498171
                  1101.9                      -5.4097551
                    1104                      -5.3701888
                  1106.1                      -5.3311221
                  1108.2                      -5.2925582
                  1110.3                       -5.254498
                  1112.4                      -5.2169394
                  1114.5                      -5.1798825
                  1116.6                      -5.1433302
                  1118.7                      -5.1072789
                  1120.8                      -5.0717251
                  1122.9                       -5.036671
                    1125                      -5.0021104
                  1127.1                      -4.9680457
                  1129.2                      -4.9344705
                  1131.3                      -4.9013819
                  1133.4                      -4.8687806
                  1135.5                      -4.8366573
                  1137.6                      -4.8050132
                  1139.7                      -4.7738432
                  1141.8                      -4.7431427
                  1143.9                        -4.71291
                    1146                      -4.6831389
                  1148.1                       -4.653826
                  1150.2                      -4.6249718
                  1152.3                      -4.5965664
                  1154.4                      -4.5686084
                  1156.5                      -4.5410954
                  1158.6                      -4.5140214
                  1160.7                      -4.4873852
                  1162.8                      -4.4611807
                  1164.9                      -4.4354073
                    1167                      -4.4100589
                  1169.1                      -4.3851345
                  1171.2                      -4.3606261
                  1173.3                      -4.3365393
                  1175.4                      -4.3128625
                  1177.5                      -4.2895983
                  1179.6                      -4.2667415
                  1181.7                      -4.2442897
                  1183.8                      -4.2222437
                  1185.9                      -4.2005953
                    1188                      -4.1793449
                  1190.1                      -4.1584891
                  1192.2                      -4.1380313
                  1194.3                      -4.1179621
                  1196.4                       -4.098283
                  1198.5                      -4.0789914
                  1200.6                      -4.0600871
                  1202.7                      -4.0415661
                  1204.8                      -4.0234276
                  1206.9                      -4.0056709
                    1209                      -3.9882922
                  1211.1                      -3.9712931
                  1213.2                      -3.9546702
                  1215.3                      -3.9384219
                  1217.4                      -3.9225479
                  1219.5                      -3.9070451
                  1221.6                      -3.8919132
                  1223.7                      -3.8771505
                  1225.8                       -3.862756
                  1227.9                      -3.8487277
                    1230                      -3.8350646
                  1232.1                       -3.821765
                  1234.2                      -3.8088278
                  1236.3                      -3.7962513
                  1238.4                      -3.7840325
                  1240.5                      -3.7721725
                  1242.6                      -3.7606685
                  1244.7                      -3.7495179
                  1246.8                      -3.7387189
                  1248.9                      -3.7282716
                    1251                      -3.7181731
                  1253.1                      -3.7084212
                  1255.2                      -3.6990137
                  1257.3                      -3.6899507
                  1259.4                      -3.6812273
                  1261.5                      -3.6728431
                  1263.6                      -3.6647949
                  1265.7                      -3.6570819
                  1267.8                      -3.6497001
                  1269.9                      -3.6426479
                    1272                      -3.6359237
                  1274.1                      -3.6295231
                  1276.2                      -3.6234466
                  1278.3                       -3.617689
                  1280.4                       -3.612249
                  1282.5                      -3.6071239
                  1284.6                      -3.6023107
                  1286.7                      -3.5978072
                  1288.8                        -3.59361
                  1290.9                       -3.589717
                    1293                      -3.5861243
                  1295.1                      -3.5828309
                  1297.2                      -3.5798338
                  1299.3                      -3.5771298
                  1301.4                      -3.5747169
                  1303.5                      -3.5725908
                  1305.6                      -3.5707489
                  1307.7                      -3.5691916
                  1309.8                       -3.567913
                  1311.9                      -3.5669121
                    1314                      -3.5661854
                  1316.1                      -3.5657309
                  1318.2                      -3.5655463
                  1320.3                      -3.5656289
                  1322.4                      -3.5659768
                  1324.5                      -3.5665875
                  1326.6                      -3.5674582
                  1328.7                       -3.568588
                  1330.8                      -3.5699731
                  1332.9                      -3.5716139
                    1335                      -3.5735066
                  1337.1                      -3.5756503
                  1339.2                       -3.578042
                  1341.3                      -3.5806825
                  1343.4                      -3.5835678
                  1345.5                      -3.5866979
                  1347.6                      -3.5900718
                  1349.7                       -3.593688
                  1351.8                      -3.5975439
                  1353.9                      -3.6016408
                    1356                      -3.6059759
                  1358.1                      -3.6105497
                  1360.2                      -3.6153611
                  1362.3                      -3.6204091
                  1364.4                      -3.6256939
                  1366.5                      -3.6312149
                  1368.6                      -3.6369717
                  1370.7                      -3.6429639
                  1372.8                      -3.6491919
                  1374.9                      -3.6556549
                    1377                      -3.6623547
                  1379.1                      -3.6692893
                  1381.2                      -3.6764597
                  1383.3                      -3.6838677
                  1385.4                      -3.6915118
                  1387.5                      -3.6993925
                  1389.6                      -3.7075117
                  1391.7                      -3.7158679
                  1393.8                      -3.7244641
                  1395.9                      -3.7332992
                    1398                      -3.7423745
                  1400.1                      -3.7516906
                  1402.2                      -3.7612488
                  1404.3                      -3.7710488
                  1406.4                      -3.7810916
                  1408.5                      -3.7913782
                  1410.6                       -3.801909
                  1412.7                      -3.8126849
                  1414.8                      -3.8237071
                  1416.9                      -3.8349759
                    1419                      -3.8464916
                  1421.1                      -3.8582551
                  1423.2                      -3.8702665
                  1425.3                       -3.882527
                  1427.4                      -3.8950372
                  1429.5                       -3.907796
                  1431.6                      -3.9208049
                  1433.7                      -3.9340635
                  1435.8                      -3.9475721
                  1437.9                      -3.9613313
                    1440                      -3.9753407
                  1442.1                      -3.9895991
                  1444.2                      -4.0041073
                  1446.3                      -4.0188646
                  1448.4                      -4.0338707
                  1450.5                      -4.0491247
                  1452.6                      -4.0646252
                  1454.7                      -4.0803723
                  1456.8                      -4.0963651
                  1458.9                      -4.1126014
                    1461                      -4.1290815
                  1463.1                      -4.1458021
                  1465.2                      -4.1627625
                  1467.3                      -4.1799614
                  1469.4                      -4.1973956
                  1471.5                       -4.215065
                  1473.6                      -4.2329669
                  1475.7                      -4.2510985
                  1477.8                      -4.2694585
                  1479.9                      -4.2880428
                    1482                      -4.3068503
                  1484.1                      -4.3258781
                  1486.2                      -4.3451224
                  1488.3                      -4.3645818
                  1490.4                      -4.3842532
                  1492.5                      -4.4041319
                  1494.6                      -4.4242167
                  1496.7                      -4.4445022
                  1498.8                      -4.4649868
                  1500.9                      -4.4856669
                    1503                      -4.5065388
                  1505.1                      -4.5275991
                  1507.2                      -4.5488438
                  1509.3                      -4.5702701
                  1511.4                       -4.591874
                  1513.5                      -4.6136507
                  1515.6                      -4.6355992
                  1517.7                       -4.657714
                  1519.8                      -4.6799914
                  1521.9                      -4.7024295
                    1524                      -4.7250239
                  1526.1                      -4.7477705
                  1528.2                      -4.7706672
                  1530.3                       -4.793709
                  1532.4                      -4.8168937
                  1534.5                      -4.8402185
                  1536.6                      -4.8636792
                  1538.7                       -4.887274
                  1540.8                          -4.911
                  1542.9                      -4.9348529
                    1545                      -4.9588331
                  1547.1                      -4.9829339
                  1549.2                       -5.007156
                  1551.3                      -5.0314962
                  1553.4                       -5.055952
                  1555.5                      -5.0805231
                  1557.6                      -5.1052071
                  1559.7                      -5.1300018
                  1561.8                       -5.154906
                  1563.9                      -5.1799175
                    1566                      -5.2050384
                  1568.1                      -5.2302656
                  1570.2                      -5.2555974
                  1572.3                      -5.2810357
                  1574.4                      -5.3065795
                  1576.5                      -5.3322296
                  1578.6                      -5.3579832
                  1580.7                      -5.3838423
                  1582.8                       -5.409808
                  1584.9                      -5.4358809
                    1587                       -5.462061
                  1589.1                      -5.4883488
                  1591.2                      -5.5147469
                  1593.3                      -5.5412562
                  1595.4                      -5.5678773
                  1597.5                      -5.5946116
                  1599.6                       -5.621462
                  1601.7                      -5.6484302
                  1603.8                      -5.6755177
                  1605.9                      -5.7027287
                    1608                      -5.7300623
                  1610.1                      -5.7575229
                  1612.2                      -5.7851127
                  1614.3                      -5.8128329
                  1616.4                      -5.8406875
                  1618.5                      -5.8686794
                  1620.6                      -5.8968109
                  1622.7                      -5.9250852
                  1624.8                       -5.953504
                  1626.9                      -5.9820703
                    1629                      -6.0107906
                  1631.1                      -6.0396612
                  1633.2                      -6.0686887
                  1635.3                      -6.0978759
                  1637.4                      -6.1272236
                  1639.5                      -6.1567354
                  1641.6                      -6.1864147
                  1643.7                      -6.2162619
                  1645.8                      -6.2462821
                  1647.9                      -6.2764721
                    1650                      -6.3068378
                  1652.1                      -6.3373799
                  1654.2                      -6.3680991
                  1656.3                      -6.3989979
                  1658.4                      -6.4300748
                  1660.5                       -6.461331
                  1662.6                      -6.4927667
                  1664.7                      -6.5243799
                  1666.8                      -6.5561732
                  1668.9                      -6.5881432
                    1671                      -6.6202881
                  1673.1                      -6.6526067
                  1675.2                      -6.6850957
                  1677.3                      -6.7177504
                  1679.4                      -6.7505683
                  1681.5                      -6.7835422
                  1683.6                       -6.816673
                  1685.7                      -6.8499479
                  1687.8                      -6.8833617
                  1689.9                      -6.9169117
                    1692                      -6.9505861
                  1694.1                      -6.9843751
                  1696.2                      -7.0182712
                  1698.3                      -7.0522594
                  1700.4                      -7.0863334
                  1702.5                       -7.120478
                  1704.6                      -7.1546796
                  1706.7                      -7.1889244
                  1708.8                      -7.2232002
                  1710.9                      -7.2574869
                    1713                      -7.2917714
                  1715.1                      -7.3260307
                  1717.2                      -7.3602485
                  1719.3                      -7.3944072
                  1721.4                       -7.428483
                  1723.5                      -7.4624593
                  1725.6                      -7.4963101
                  1727.7                      -7.5300136
                  1729.8                      -7.5635468
                  1731.9                      -7.5968846
                    1734                      -7.6300028
                  1736.1                      -7.6628788
                  1738.2                      -7.6954795
                  1740.3                       -7.727787
                  1742.4                      -7.7597706
                  1744.5                      -7.7914025
                  1746.6                       -7.822659
                  1748.7                      -7.8535068
                  1750.8                      -7.8839245
                  1752.9                      -7.9138833
                    1755                      -7.9433558
                  1757.1                      -7.9723128
                  1759.2                      -8.0007322
                  1761.3                      -8.0285826
                  1763.4                      -8.0558419
                  1765.5                      -8.0824804
                  1767.6                      -8.1084793
                  1769.7                      -8.1338132
                  1771.8                      -8.1584562
                  1773.9                      -8.1823907
                    1776                      -8.2055926
                  1778.1                      -8.2280442
                  1780.2                      -8.2497256
                  1782.3                      -8.2706173
                  1784.4                      -8.2907073
                  1786.5                      -8.3099787
                  1788.6                      -8.3284182
                  1790.7                      -8.3460146
                  1792.8                      -8.3627575
                  1794.9                       -8.378639
                    1797                      -8.3936513
                  1799.1                      -8.4077867
                  1801.2                      -8.4210445
                  1803.3                       -8.433421
                  1805.4                      -8.4449163
                  1807.5                      -8.4555301
                  1809.6                      -8.4652684
                  1811.7                      -8.4741322
                  1813.8                      -8.4821292
                  1815.9                      -8.4892664
                    1818                      -8.4955542
                  1820.1                      -8.5010014
                  1822.2                      -8.5056204
                  1824.3                      -8.5094258
                  1826.4                      -8.5124322
                  1828.5                      -8.5146559
                  1830.6                      -8.5161141
                  1832.7                      -8.5168252
                  1834.8                      -8.5168098
                  1836.9                      -8.5160885
                    1839                      -8.5146823
                  1841.1                      -8.5126141
                  1843.2                      -8.5099078
                  1845.3                      -8.5065877
                  1847.4                      -8.5026785
                  1849.5                       -8.498207
                  1851.6                      -8.4931978
                  1853.7                      -8.4876788
                  1855.8                      -8.4816755
                  1857.9                      -8.4752155
                    1860                      -8.4683289
                  1862.1                      -8.4610397
                  1864.2                      -8.4533786
                  1866.3                      -8.4453729
                  1868.4                      -8.4370491
                  1870.5                      -8.4284375
                  1872.6                      -8.4195632
                  1874.7                      -8.4104558
                  1876.8                      -8.4011407
                  1878.9                       -8.391648
                    1881                      -8.3820006
                  1883.1                      -8.3722277
                  1885.2                      -8.3623551
                  1887.3                      -8.3524074
                  1889.4                      -8.3424112
                  1891.5                       -8.332389
                  1893.6                       -8.322366
                  1895.7                      -8.3123658
                  1897.8                      -8.3024121
                  1899.9                      -8.2925254
                    1902                      -8.2827291
                  1904.1                       -8.273047
                  1906.2                       -8.263495
                  1908.3                      -8.2540931
                  1910.4                      -8.2448651
                  1912.5                      -8.2358253
                  1914.6                       -8.226993
                  1916.7                      -8.2183844
                  1918.8                      -8.2100212
                  1920.9                      -8.2019114
                    1923                      -8.1940786
                  1925.1                      -8.1865287
                  1927.2                       -8.179283
                  1929.3                      -8.1723507
                  1931.4                      -8.1657446
                  1933.5                      -8.1594788
                  1935.6                      -8.1535611
                  1937.7                      -8.1480054
                  1939.8                      -8.1428209
                  1941.9                      -8.1380134
                    1944                      -8.1335936
                  1946.1                      -8.1295699
                  1948.2                      -8.1259487
                  1950.3                      -8.1227364
                  1952.4                      -8.1199401
                  1954.5                      -8.1175631
                  1956.6                      -8.1156114
                  1958.7                      -8.1140875
                  1960.8                      -8.1129953
                  1962.9                       -8.112337
                    1965                      -8.1121148
                  1967.1                      -8.1123307
                  1969.2                      -8.1129835
                  1971.3                       -8.114074
                  1973.4                      -8.1156016
                  1975.5                      -8.1175651
                  1977.6                      -8.1199607
                  1979.7                      -8.1227881
                  1981.8                      -8.1260433
                  1983.9                        -8.12972
                    1986                      -8.1338177
                  1988.1                      -8.1383276
                  1990.2                      -8.1432452
                  1992.3                      -8.1485635
                  1994.4                      -8.1542768
                  1996.5                      -8.1603748
                  1998.6                      -8.1668497
                  2000.7                      -8.1736914
                  2002.8                      -8.1808936
                  2004.9                      -8.1884427
                    2007                      -8.1963281
                  2009.1                      -8.2045397
                  2011.2                      -8.2130626
                  2013.3                      -8.2218877
                  2015.4                      -8.2309975
                  2017.5                      -8.2403798
                  2019.6                      -8.2500197
                  2021.7                      -8.2599042
                  2023.8                      -8.2700156
                  2025.9                      -8.2803363
                    2028                      -8.2908545
                  2030.1                      -8.3015489
                  2032.2                      -8.3124055
                  2034.3                      -8.3234015
                  2036.4                      -8.3345239
                  2038.5                      -8.3457532
                  2040.6                      -8.3570686
                  2042.7                      -8.3684526
                  2044.8                      -8.3798864
                  2046.9                      -8.3913502
                    2049                      -8.4028229
                  2051.1                      -8.4142868
                  2053.2                       -8.425723
                  2055.3                      -8.4371082
                  2057.4                       -8.448427
                  2059.5                      -8.4596595
                  2061.6                      -8.4707823
                  2063.7                      -8.4817825
                  2065.8                      -8.4926363
                  2067.9                      -8.5033271
                    2070                      -8.5138364
                  2072.1                      -8.5241475
                  2074.2                      -8.5342422
                  2076.3                       -8.544102
                  2078.4                      -8.5537156
                  2080.5                       -8.563062
                  2082.6                      -8.5721306
                  2084.7                      -8.5809039
                  2086.8                      -8.5893689
                  2088.9                      -8.5975154
                    2091                      -8.6053279
                  2093.1                      -8.6127976
                  2095.2                      -8.6199143
                  2097.3                      -8.6266676
                  2099.4                      -8.6330498
                  2101.5                      -8.6390514
                  2103.6                      -8.6446687
                  2105.7                      -8.6498945
                  2107.8                      -8.6547236
                  2109.9                      -8.6591533
                    2112                      -8.6631799
                  2114.1                      -8.6668024
                  2116.2                       -8.670019
                  2118.3                      -8.6728304
                  2120.4                       -8.675237
                  2122.5                      -8.6772399
                  2124.6                      -8.6788432
                  2126.7                      -8.6800488
                  2128.8                       -8.680861
                  2130.9                      -8.6812854
                    2133                      -8.6813272
                  2135.1                      -8.6809932
                  2137.2                      -8.6802892
                  2139.3                      -8.6792234
                  2141.4                      -8.6778033
                  2143.5                      -8.6760367
                  2145.6                      -8.6739354
                  2147.7                      -8.6715048
                  2149.8                      -8.6687562
                  2151.9                      -8.6656986
                    2154                      -8.6623436
                  2156.1                      -8.6587009
                  2158.2                      -8.6547806
                  2160.3                      -8.6505924
                  2162.4                      -8.6461459
                  2164.5                      -8.6414526
                  2166.6                      -8.6365245
                  2168.7                      -8.6313682
                  2170.8                      -8.6259972
                  2172.9                       -8.620418
                    2175                      -8.6146402
                  2177.1                       -8.608675
                  2179.2                      -8.6025294
                  2181.3                      -8.5962138
                  2183.4                      -8.5897337
                  2185.5                      -8.5830988
                  2187.6                      -8.5763161
                  2189.7                      -8.5693907
                  2191.8                      -8.5623298
                  2193.9                      -8.5551385
                    2196                      -8.5478212
                  2198.1                      -8.5403842
                  2200.2                      -8.5328307
                  2202.3                      -8.5251643
                  2204.4                      -8.5173881
                  2206.5                      -8.5095024
                  2208.6                      -8.5015123
                  2210.7                      -8.4934143
                  2212.8                      -8.4852143
                  2214.9                      -8.4769059
                    2217                      -8.4684955
                  2219.1                      -8.4599761
                  2221.2                      -8.4513499
                  2223.3                      -8.4426144
